Date	 	index
1/01/76		d0 
17/04/76    	d1 
02/07/76   	d2  
19/09/76  	d3
15/12/76       	d4
18/02/77       	d5
30/04/77       	d6
24/06/77      	d6
#So more stuff and nifty notes
#Life is really slick and good.
